Subject,Overall Frequency,tec,mas,fer,phy,bau,arc,geo,his,sow,elt,inf,oek,rel,jur,mat,pae,hor,meda,rest,cet,che,lin,phi,lit,bio,spo,ver,ber,med
Treibhauseffekt,15,0,0,0,0,0,0,4,0,2,0,0,1,0,0,0,0,1,0,4,2,1,0,0,0,0,0,0,0,0
Sozialwissenschaftliches Studium,15,0,0,0,0,0,0,1,0,6,0,0,1,0,0,0,3,0,0,3,0,0,0,1,0,0,0,0,0,0
Bildungsideal,15,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0
Jugendsoziologie,15,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Elementare Zahlentheorie,15,0,0,0,0,0,0,0,0,0,1,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erdgas,15,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,6,0
Kreativitätstraining,15,2,0,0,0,0,0,0,0,2,0,0,6,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Regionale Disparität,15,0,0,0,0,0,4,4,0,3,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Microarray,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,1,0,0,0,9,0,0,0,0
CVD-Verfahren,15,0,4,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
Trinkwasserversorgung,15,0,0,0,0,3,0,1,0,0,0,0,5,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0
Shareholder-Value-Analyse,15,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
Intersubjektivität,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,1,0,0,0,0,7,0,0,0,0,0,0
Markenwert,15,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
Radioaktivität,15,1,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0
Wissenschaftlicher Nachwuchs,15,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Zeichnung,15,0,0,0,0,0,4,1,1,1,0,0,0,0,0,1,1,0,0,4,0,0,0,0,2,0,0,0,0,0
Buchproduktion,15,0,0,0,0,0,0,0,3,2,0,0,0,3,1,0,2,0,0,1,0,0,1,0,2,0,0,0,0,0
Fahrerloses Transportsystem,15,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
Diskurstheorie,15,0,1,0,0,0,0,0,0,5,0,0,4,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0
Tensoranalysis,15,3,0,0,5,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wirtschaftsraum,15,0,0,0,0,0,1,4,1,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zeitmessung,15,2,2,0,4,0,0,0,4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Nationalsozialismus Motiv,15,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0
Tertiärbereich,15,0,0,0,0,0,1,0,2,2,0,0,1,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0
Regionalisierung,15,0,0,0,0,0,3,3,0,2,0,0,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
Delphi-Technik,15,1,0,0,2,0,0,0,0,6,0,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
Misserfolg,15,0,0,0,0,0,0,2,1,4,0,1,3,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0
Vergleichende Forschung,15,0,0,0,0,0,0,1,2,7,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
Pflegeeinrichtung,15,1,0,0,0,0,2,0,0,3,0,0,4,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
Multimodales System,15,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Räumliches Datenbanksystem,15,0,0,0,0,0,0,4,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spintronik,15,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gewässer,15,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,2,0,0,0,0
Deportation,15,0,0,0,0,0,0,0,9,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Nanoporöser Stoff,15,0,1,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1
Überkritischer Zustand,15,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0
Sterbeklinik,15,0,0,0,0,0,3,1,0,2,0,0,1,1,0,0,3,0,3,0,0,0,0,1,0,0,0,0,0,0
Staatssozialismus,15,0,0,0,0,0,1,0,5,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sportwissenschaft,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0
Gewebekultur,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,5,0,0,0,3
Böschung,15,0,0,0,0,5,0,3,0,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Transaktionskostenansatz,15,1,0,0,0,0,0,0,0,1,0,2,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Immaterielles Wirtschaftsgut,15,0,0,0,0,0,0,0,0,1,0,0,10,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
Renormierung,15,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kommunikationshilfe,15,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,1,0,0,0,2,0,0,0,0,0,0,0
Intelligenter Sensor,15,7,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Reaktions-Diffusionsgleichung,15,1,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,2,0,0,0,0
Meereswelle,15,1,1,0,3,2,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Politische Reform,15,0,0,0,0,0,0,0,1,9,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hybridwerkstoff,15,3,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Interoperabilität,15,0,1,0,1,0,0,0,0,0,1,5,1,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0
Staude,15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0
Rasse,15,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
Hacker,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exilschriftsteller,15,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0
Relationale Datenbank,15,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bildungsberatung,15,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Aktienrecht,15,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Grabmal,15,0,0,0,0,0,7,0,3,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Strukturschwaches Gebiet,15,0,0,0,0,0,5,0,0,1,0,0,5,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Standortpolitik,15,1,0,0,0,0,3,2,0,2,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Angewandte Ethik,15,3,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0
Management Accounting,15,0,0,0,0,0,0,0,0,1,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Institutionalismus,15,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kraftfahrzeugabgas,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0
Christliche Erziehung,15,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0
Phasendiagramm,15,0,1,1,2,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,2,4,0,0,0,0,0,0,0,0
Rekombination,15,0,0,0,6,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Festkörperchemie,15,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0
Lerngruppe,15,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Mykotoxin,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,2,0,0,0,4,0,0,0,0
Sekundärmetabolit,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,4,0,0,0,7,0,0,0,0
In vitro,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,0,1,0,0,0,1,0,0,0,0
Externer Effekt,15,0,0,0,0,0,1,0,0,2,0,0,5,0,0,0,2,1,0,1,1,0,0,0,0,1,0,1,0,0
Ligand,15,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0
Mechanisches System,15,3,0,0,5,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dentalwerkstoff,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7
Konstruktionsgrammatik,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0
Optische Kohärenztomografie,15,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,2,0,0,0,3
Reichspogromnacht,15,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schätzung,15,0,1,0,0,0,0,0,0,0,1,1,6,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Nachernteverfahren,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,1,0,0,0,0
Germanen,15,0,0,0,0,0,0,0,8,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
Kaiser,15,0,0,0,0,0,0,0,7,2,0,0,0,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
Enzymtechnologie,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,4,0,0,0,4,0,0,0,0
Realismus,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,9,0,0,0,0,0
Hysterese,15,0,0,0,1,0,0,0,0,2,0,0,5,0,0,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0
Röntgendiffraktometrie,15,0,0,0,5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Kardiovaskuläres System,15,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,6,1,0,0,0,0,0,1,0,0,0,0
Lichtabsorption,15,3,0,0,5,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Vernetzung Chemie,15,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,5,0,0,0,2,0,0,0,0
Dynamische Geomorphologie,15,1,0,0,1,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dispersion Welle,15,2,0,0,6,0,0,2,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bankrecht,15,0,0,0,0,0,0,0,0,1,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNS-Sequenz,15,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,3,0,0,0,6,0,0,0,0
Dschihadismus,15,0,0,0,0,0,0,0,1,7,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Revolution 1848,15,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
UMTS,15,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krankenhausbau,15,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0
Lasererzeugtes Plasma,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polymerase-Kettenreaktion,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,4,0,0,0,3,0,0,0,0
Lithiumniobat,15,1,2,3,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Behindertengerechtes Bauen,15,0,0,0,0,3,8,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Empfehlungssystem,15,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Produkteinführung,15,3,1,0,0,0,0,0,1,0,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Flexible Fertigung,14,4,3,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Luftkrieg,14,3,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Kontrastive Syntax,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0
Pathogener Mikroorganismus,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,4,0,0,0,0,3,0,0,0,1
Fest,14,0,0,0,0,0,1,0,5,4,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
Naturgefahr,14,0,0,0,0,0,1,5,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Transkriptomanalyse,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,3,0,0,0,7,0,0,0,0
Atmosphärisches Aerosol,14,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0
Eindringerkennung,14,0,0,0,0,0,0,0,0,0,1,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doppelstern,14,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0
Nichtlineares Phänomen,14,0,0,1,7,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Erotik Motiv,14,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0
Kapitalmarktforschung,14,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Marketingtheorie,14,0,0,0,0,0,0,0,0,2,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pubertät,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0
Hip-Hop,14,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,5,0,0,0,3,0,0,1,0,0,0
Galvanische Abscheidung,14,1,6,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
Drogenpolitik,14,0,0,0,0,0,0,0,2,8,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Elektrospinnen,14,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
Altenglisch,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0
Mittelenglisch,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,7,0,0,0,0,0
Laplace-Transformation,14,0,0,0,1,0,0,0,0,0,1,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hispanos,14,0,0,0,0,0,0,0,5,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0
Islamwissenschaft,14,0,0,0,0,0,0,0,2,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Humanitäre Hilfe,14,1,0,0,0,0,1,0,1,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Kunstraub,14,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Qualitative Daten,14,0,0,0,0,0,0,0,0,7,0,2,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mehrgitterverfahren,14,1,0,1,3,0,0,0,0,0,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stadtwirtschaft,14,0,0,0,0,0,2,5,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breitbandkommunikation,14,0,0,0,0,0,1,1,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dunkle Energie,14,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0
Asymptotische Methode,14,0,0,0,3,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zetafunktion,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aufbereitung,14,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0
Unterhaltungsmathematik,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Selbstständige Arbeit,14,0,0,0,0,0,0,0,0,4,0,0,5,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Niedriglohn,14,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Verwaltungslehre,14,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In-vitro-Kultur,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,5,0,0,0,1
Baustelleneinrichtung,14,0,0,0,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aktienmarkt,14,0,0,0,0,0,0,0,0,2,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Conjoint Measurement,14,0,0,0,0,0,0,0,0,1,0,0,10,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Entity-Relationship-Datenmodell,14,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Datenmodell,14,0,0,0,0,0,0,0,0,0,0,11,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antiimperialismus,14,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Schöpfungsglaube,14,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0
Abgeltungsteuer,14,0,0,0,0,0,0,0,0,1,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiergesundheit,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0
Beschäftigungsentwicklung,14,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1
Umweltverträglichkeitsprüfung,14,0,0,0,0,0,3,3,0,0,0,0,1,0,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
Kohlenwasserstoffe,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,6,0,0,0,2,0,0,1,0
Slum,14,0,0,0,0,0,2,5,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mikroskopische Technik,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,2,0,0,0,0,6,0,0,0,1
Dissipation,14,2,0,0,7,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Agglomeration Wirtschaft,14,1,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psychische Entwicklung,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0
Green-Funktion,14,0,0,0,7,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Neutronenstreuung,14,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
Heiligkeit,14,0,0,0,0,0,2,0,3,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Electronic Shopping,14,0,0,0,0,0,1,0,0,0,0,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Oxidation,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,2,0,0,0,0
Elektroanalyse,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,7,0,0,0,1,0,0,0,0
MINT-Fächer,14,1,0,0,0,0,0,0,0,4,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Entmischung,14,0,0,3,3,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Rind,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,2,0,0,0,0
Optische Messung,14,4,1,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fertigungssteuerung,14,1,4,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dynamisches Verhalten,14,2,1,2,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Constraint-Programmierung,14,0,0,0,0,0,0,0,0,0,0,11,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Umweltinformationssystem,14,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0
Kognitiver Funk,14,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Heiligenverehrung,14,0,0,0,0,0,0,0,5,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verkehrsverhalten,14,0,0,0,0,0,5,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0
Strahlenbelastung,14,0,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1,4,0,0,0,1,0,0,0,0,0
Online-Befragung,14,0,0,0,0,0,2,0,0,6,0,2,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0
Galliumarsenid,14,0,1,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Determinismus,14,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,4,0,1,0,0,0,0,4,0,0,0,0,0,0
Genossenschaft,14,0,0,0,0,0,0,0,1,2,0,0,7,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Veranstaltung,14,1,0,0,0,0,0,2,0,1,0,1,5,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
Softwaremetrie,14,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geodynamik,14,0,0,0,1,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heterocyclische Verbindungen,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,1,0,0,0,0
Physiklehrer,14,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Quanteninformation,14,0,0,0,5,0,0,0,0,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Integralrechnung,14,0,0,0,0,0,0,0,0,0,0,1,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Informationsqualität,14,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLED,14,1,0,1,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
IT infrastructure library,14,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dosimetrie,14,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,1
Dachbegrünung,14,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Rosensorte,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,3,0,0,0
Anorganischer Stoff,14,1,0,1,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0
Webentwicklung,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fotogrammetrie,14,1,0,1,0,2,2,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
